,argument,sa_argument,hypothesis,is_fallacy
15,"Basham has made false claims about his qualifications and experience before, including falsely claiming to possess a PhD thus is a potentially questionable source.","MSK<0> has made false MSK<1> about MSK<0> qualifications and experience before , including falsely MSK<1> to possess a PhD thus is a potentially questionable source . ",This argument is fallacious.,1.0
16,"The issue is that giving Republicans 'points on the board' risks keeping them in power, which, from the Democrats' perspective, would guarantee four more years of bad policy.","The issue is that giving MSK<0> points on the board ' risks keeping MSK<0> in power , which , from the Democrats ' perspective , would guarantee four more years of bad policy . ",This argument is fallacious.,1.0
17,"God has so constituted us that we naturally form belief in Him under certain circumstances; since the belief is thus formed by properly functioning cognitive faculties in an appropriate environment, it is warranted for us, and, insofar as our faculties are not disrupted by the noetic effects of sin, we shall believe this proposition deeply and firmly, so that we can be said, in virtue of the great warrant accruing to this belief for us, to know that God exists.”","MSK<0> has so constituted MSK<1> that MSK<2> naturally MSK<3> MSK<7> in Him under certain circumstances ; since MSK<4> is thus MSK<3> by properly functioning cognitive MSK<5> in an appropriate environment , MSK<4> is MSK<6> for MSK<2> , and , insofar as MSK<1> MSK<5> are not disrupted by the noetic effects of sin , MSK<2> shall MSK<7> this proposition deeply and firmly , so that MSK<1> can be said , in virtue of the great MSK<6> accruing to MSK<4> , to know that MSK<0> exists . ” ",This argument is fallacious.,1.0
18,"This would ruin any form of diversity resulting in the mistreatment of people with different cultures. The system will go from liberal to far left in an instant. In the long run it won't allow people with different values to coexist. This opposes the initial idea of ""liberal democracy"". Liberal democracy is based on the idea of classical liberalism and advocates for civil liberties — such as privacy — under the rule of law.","MSK<0> would ruin any form of diversity resulting in the mistreatment of MSK<1> with MSK<2> cultures . MSK<3> will go from MSK<4> to far left in an instant . In the long run MSK<3> won't allow MSK<1> with MSK<2> values to coexist . MSK<0> opposes the initial MSK<5> of "" MSK<4> MSK<6> "" . MSK<4> MSK<6> is based on the MSK<5> of classical MSK<4> and advocates for civil liberties MSK<7> such as privacy MSK<7> under the rule of law . ",This argument is fallacious.,1.0
19,Political correctness is a necessary means to combat hate speech.,Political correctness is a necessary means to combat hate speech . ,This argument is fallacious.,1.0
20,Attacks are part of free speech. Using science and logic to debunk these attacks has more value than dismissing them on the basis that you don't like them.,MSK<0> are part of free speech . Using science and logic to debunk MSK<0> has more value than dismissing MSK<0> on the basis that you don't like MSK<0> . ,This argument is fallacious.,1.0
21,Political correctness enables free speech for those that would be attacked personally otherwise.,Political correctness enables free speech for those that would be attacked personally otherwise . ,This argument is fallacious.,1.0
22,"PC culture supports terminology designed to ensure groups typically deflected, discouraged, or emotionally and psychologically harmed by improper terminology are welcomed to discourse, thereby encouraging discourse by removing linguistic ad hominem.","PC culture supports MSK<0> designed to ensure groups typically deflected , MSK<2> , or MSK<3> and MSK<3> harmed by improper MSK<0> are welcomed to MSK<1> , thereby MSK<2> MSK<1> by removing linguistic ad hominem . ",This argument is fallacious.,1.0
23,PC is used by anti-PC people as a slanderous term for a noble action.,PC is used by anti-PC people as a slanderous term for a noble action . ,This argument is fallacious.,1.0
24,"""The Four Horsemen"" are unrepresentative of broader society as they are all heterosexual white men who are these four “new atheist” crusaders \(yes, they may deny it, but they are indeed very much the product of the white Western Christian crusader tradition\)? They are all white older men, who have never embarked on studying Islam, do not speak Arabic – the language of the Qur’an – and certainly have no special insight into any Muslim community on earth. They are, literally, illiterate.).",""" MSK<0> "" are unrepresentative of broader society as MSK<0> are all heterosexual MSK<1> MSK<2> who are MSK<0> \ ( yes , MSK<0> may deny it , but MSK<0> are indeed very much the product of the MSK<1> Western Christian crusader tradition \ ) ? MSK<0> are all MSK<1> older MSK<2> , who have never embarked on studying MSK<4> , do not speak Arabic MSK<3> the language of the Qur ’ an MSK<3> and certainly have no special insight into any MSK<4> community on earth . MSK<0> are , literally , illiterate . ) . ",This argument is fallacious.,1.0
25,"While some theists are merely ignorant of the facts and become atheists when confronted with them, many theists really are that duplicitous, which makes them very frustrating to talk to. For some of them, this is likely subconscious compartmentalization to avoid cognitive dissonance rather than anything deliberate.","While MSK<0> are merely ignorant of the facts and become atheists when confronted with MSK<0> , many theists really are that duplicitous , which makes MSK<0> very frustrating to talk to . For some of MSK<0> , MSK<0> is likely subconscious compartmentalization to avoid cognitive dissonance rather than anything deliberate . ",This argument is fallacious.,1.0
26,"In relation to God, the parent could actually be the sensus divinitatis functioning properly. If God exists, we would EXPECT Him to place a sense within us that help us naturally believe He exists. Therefore, the parent could be just one example of this sense working \(although not necessarily properly...it may be malfunctioning due to the noetic effects of sin\).","In relation to MSK<0> , MSK<1> could actually be the sensus divinitatis functioning MSK<2> . If MSK<0> MSK<3> , MSK<4> would EXPECT MSK<0> to place a MSK<5> within MSK<4> that help MSK<4> naturally believe MSK<0> MSK<3> . Therefore , MSK<1> could be just one example of this MSK<5> working \ ( although not necessarily MSK<2> ... it may be malfunctioning due to the noetic effects of sin \ ) . ",This argument is fallacious.,1.0
27,President Trump constantly repeated buzzwords and phrases that were widely used by various hate groups to inspire enmity against a wide array of minority groups.,President Trump constantly repeated buzzwords and phrases that were widely used by various hate MSK<0> to inspire enmity against a wide array of minority MSK<0> . ,This argument is fallacious.,1.0
28,"There are many homeopathic options that work and are scientifically proven the issue is the pharmaceutical companies spend billions making pills and then use marketing power to spread claimed benefits while blushing over negative side effects. If the insurance companies opened up options to use homeopathic resources, the ones that work would quickly surface while the snake oil options would also be exposed by open market selection and public reviews of the results.","There are MSK<0> is MSK<1> spend billions making pills and then MSK<2> marketing power to spread claimed benefits while blushing over negative side effects . If MSK<1> MSK<3> up options to MSK<2> homeopathic resources , the ones that work would quickly surface while MSK<0> would also be exposed by MSK<3> market selection and public reviews of the results . ",This argument is fallacious.,1.0
29,"There are many homeopathic options that work and are scientifically proven the issue is the pharmaceutical companies spend billions making pills and then use marketing power to spread claimed benefits while blushing over negative side effects. If the insurance companies opened up options to use homeopathic resources, the ones that work would quickly surface while the snake oil options would also be exposed by open market selection and public reviews of the results.","There are MSK<0> is MSK<1> spend billions making pills and then MSK<2> marketing power to spread claimed benefits while blushing over negative side effects . If MSK<1> MSK<3> up options to MSK<2> homeopathic resources , the ones that work would quickly surface while MSK<0> would also be exposed by MSK<3> market selection and public reviews of the results . ",This argument is fallacious.,1.0
30,"Every person, despite their gender, should be able to give their opinion about something that concerns the whole society.","MSK<0> , despite MSK<0> gender , should be able to give MSK<0> opinion about something that concerns the whole society . ",This argument is fallacious.,1.0
31,"Even the people who should be experts about morality - professional philosophers - disagree widely about morality, with no more than 30% of professional philosophers supporting any particular moral theory.","Even the people who should be experts about MSK<0> - MSK<2> - disagree widely about MSK<0> , with no more than 30 % of MSK<2> supporting any particular MSK<0> MSK<0> . ",This argument is fallacious.,1.0
32,"Not everyone considers ""moral progress"" to have taken place.","Not everyone considers "" moral progress "" to have taken place . ",This argument is fallacious.,1.0
33,"Outside of fringe An/Cap or Libertarian movements, the non-aggression principle is not considered a valid criticism of government power. Indeed the very basis of government power, as outlined by Hobbes is the use of force and aggression.","Outside of fringe An / Cap or Libertarian movements , the MSK<2> principle is not considered a valid criticism of MSK<1> . Indeed the very basis of MSK<1> , as outlined by Hobbes is the use of force and MSK<2> . ",This argument is fallacious.,1.0
34,"There are a vast number of people, approximately 2.2 billion Christians \(32% of the world’s population\), 1.6 billion Muslims \(23%\), and 14 million Jews \(0.2%\), who believe in this origin story.","There are a vast number of people , approximately MSK<1> MSK<3> \ ( MSK<2> % of the world ’s population \ ) , MSK<1> MSK<3> \ ( MSK<2> % \ ) , and 14 MSK<3> \ ( MSK<1> % \ ) , who believe in this origin story . ",This argument is fallacious.,1.0
35,"Testing two competing God's for authenticity could include, studying related writings, historical impact, social impact, applicability to real life observations. It could also include supernatural tests if a person was was so inclined.","MSK<2> two competing God 's for authenticity could MSK<0> , studying related writings , historical MSK<1> , social MSK<1> , applicability to real life observations . It could also MSK<0> supernatural MSK<2> if a person was was so inclined . ",This argument is fallacious.,1.0
36,The aspect of their character that over-shadows any other aspect is their commitment to slavery since it was central to everything else that they are known for.,The aspect of MSK<0> character that over-shadows MSK<1> is MSK<0> commitment to slavery since MSK<1> was central to everything else that MSK<0> are known for . ,This argument is fallacious.,1.0
37,Public support for retaining Confederate monuments shows that the majority of Americans feel it is moral to allow these monuments to remain.,Public support for MSK<0> shows that the majority of Americans feel it is moral to allow MSK<0> to remain . ,This argument is fallacious.,1.0
38,There is no general agreement beyond alarmists and trans-human proponents that AGI is even possible.,There is no general agreement beyond alarmists and trans - human proponents that AGI is even possible . ,This argument is fallacious.,1.0
39,Decisions taken via referendums tend to be perceived as more legitimate and find more acceptance in the population than decisions derived in other ways.,MSK<0> taken via referendums tend to be perceived as more legitimate and find more acceptance in the population than MSK<0> derived in other ways . ,This argument is fallacious.,1.0
40,More 'legitimacy' can lead to the dogmatic believe that what the majority of voters voted for is the \(only\) right choice while this 'legitimacy' is solely based on an 'ad populum' fallacy.,MSK<0> ' can lead to the dogmatic believe that what the majority of voters voted for is the \ ( only \ ) right choice while MSK<0> ' is solely based on an ' ad populum ' fallacy . ,This argument is fallacious.,1.0
41,Widespread common beliefs indicates a common truth.,Widespread MSK<0> beliefs indicates a MSK<0> truth . ,This argument is fallacious.,1.0
42,"Some people would contend that whenever a minority disagrees with a majority, it is incumbent upon the minority to show why the majority is wrong. Since Atheism is a minority it would be up to them to offer justification.","MSK<0> would contend that whenever MSK<1> disagrees with MSK<2> , it is incumbent upon MSK<1> to show why MSK<2> is wrong . Since MSK<3> is a minority MSK<3> would be up to MSK<0> to offer justification . ",This argument is fallacious.,1.0
43,Today the term \anarchy\] is still synonymous with disorder and chaos.,Today the term \ anarchy \ ] is still synonymous with disorder and chaos . ,This argument is fallacious.,1.0
44,There are insufficient followers of the Flying Spaghetti Monster to classify it as a religion.,There are insufficient followers of MSK<0> to classify MSK<0> as a religion . ,This argument is fallacious.,1.0
45,It is clear to everyone that Pastafarianism is sarcasm and therefore it cannot get the same rights as religions that were oppressed for a long time.,It is clear to everyone that MSK<0> is sarcasm and therefore MSK<0> can not get the same rights as religions that were oppressed for a long time . ,This argument is fallacious.,1.0
46,"In many countries, people do not support homosexuality.","In many countries , people do not support homosexuality . ",This argument is fallacious.,1.0
47,Popular belief is sometimes wrong.,Popular belief is sometimes wrong . ,This argument is fallacious.,1.0
48,Various different religions claim that the universe was created by a divine Creator.,Various different religions claim that the universe was created by a divine Creator . ,This argument is fallacious.,1.0
49,"These arguments are believed by billions of people across the world, and have been throughout human history.","These arguments are believed by billions of people across the world , and have been throughout human history . ",This argument is fallacious.,1.0
50,"That's a matter of perspective. The United States is the only western country that does not have universal health care. In most European countries the state sees health care as a human right, not a business.","That 's a matter of perspective . The United MSK<3> is the only western MSK<0> that does not have universal MSK<2> . In most European MSK<0> the MSK<3> sees MSK<2> as a human right , not a business . ",This argument is fallacious.,1.0
51,"The majority of developed nations and a growing proportion of developing nations already provide universal health care As more countries provide universal health care, the international consensus grows strong enough that health care can be deemed a right.","The majority of developed MSK<0> and a MSK<1> proportion of developing MSK<0> already MSK<3> MSK<5> As more countries MSK<3> MSK<5> , the international consensus MSK<1> strong enough that MSK<5> can be deemed a right . ",This argument is fallacious.,1.0
52,"Most people believe that all faiths, besides theirs, are wrong. Thus, on average, all religions are being rejected by all people, besides the individual believers of a particular faith.","Most MSK<0> believe that all MSK<1> , besides theirs , are wrong . Thus , on average , all religions are being rejected by all MSK<0> , besides the individual believers of a particular MSK<1> . ",This argument is fallacious.,1.0
53,The vast majority of developed countries have laws granting parents almost absolute autonomy in regards to making choices for their children \(excluding criminal abuse of course\).,The vast majority of developed countries have laws granting MSK<0> almost absolute autonomy in regards to making choices for MSK<0> children \ ( excluding criminal abuse of course \ ) . ,This argument is fallacious.,1.0
54,Banning acts should be avoided when the act isn't universally agreed to be immoral - like abortion.,Banning MSK<0> should be avoided when the MSK<0> isn't universally agreed to be immoral - like abortion . ,This argument is fallacious.,1.0
55,"Governments' democratic representation systems are slow, very low bandwidth, often weakly democratic or not actually democratic, and often distrusted.","Governments ' MSK<0> representation systems are slow , very low bandwidth , often weakly MSK<0> or not actually MSK<0> , and often distrusted . ",This argument is fallacious.,1.0
56,"Les pays voisins ont déjà autorisé cette pratique. Il s'agit de vivre en son temps, progresser pour ne pas devenir rétrograde.","Les pays voisins ont déjà autorisé cette pratique . Il s ' agit de vivre en son temps , progresser pour ne pas devenir rétrograde . ",This argument is fallacious.,1.0
57,"Natural hypotheses are inadequate to explain the diversity of claims from individuals for supernatural experiences. The burden of proof is on the one offering the natural hypothesis or set of hypotheses to demonstrate it can account for the full spectrum of supernatural experiences. To give one example, there is no natural hypothesis that adequately explains the attested daily and shared experience of the Holy Spirit in Christians.","MSK<0> MSK<1> are inadequate to MSK<2> the diversity of claims from individuals for MSK<3> . The burden of proof is on the one offering MSK<4> or set of MSK<1> to demonstrate MSK<4> can account for the full spectrum of MSK<3> . To give one example , there is no MSK<0> MSK<1> that adequately MSK<2> the attested daily and shared experience of the Holy Spirit in Christians . ",This argument is fallacious.,1.0
58,"Richard Carrier, as a leading supporter of the Christ myth theory, appears to be out of sync with contemporary scholarship. Nearly all contemporary scholars of ancient history and most biblical scholars have maintained that a historical Jesus did indeed exist. Therefore, it isn’t at all clear that the “best” historical methods conclude that it isn’t probable Jesus existed.","Richard Carrier , as a leading supporter of the MSK<3> myth theory , appears to be out of sync with MSK<0> scholarship . Nearly all MSK<0> MSK<1> of ancient MSK<2> and most biblical MSK<1> have maintained that a MSK<2> MSK<3> did indeed MSK<4> . Therefore , it is n’t at all clear that the “ best ” MSK<2> methods conclude that it is n’t probable MSK<3> MSK<4> . ",This argument is fallacious.,1.0
59,"Gary Habermas, in a survey of 3,400 sources surrounding the undergirding facts of Jesus life found 12 facts to be considered historical by the majority of scholars. They include: Jesus died by crucifixion.He was buried.His death caused the disciples to despair and lose hope.The tomb was empty \(the most contested\).The disciples had experiences which they believed were literal appearances of the risen Jesus,The disciples were transformed from doubters to bold proclaimers.","Gary Habermas , in a survey of 3,400 sources surrounding the undergirding MSK<0> of MSK<1> life found 12 MSK<0> to be considered historical by the majority of scholars . They include : MSK<1> MSK<3> by crucifixion.He was buried.His MSK<3> caused MSK<2> to despair and lose hope.The tomb was empty \ ( the most contested \ ) . MSK<2> had experiences which MSK<2> believed were literal appearances of MSK<1> , MSK<2> were transformed from doubters to bold proclaimers . ",This argument is fallacious.,1.0
60,"The statement, “theism ultimately rests on faith” presupposes that God hasn’t revealed Himself to the world in any meaningful way, that all evidences presented for God’s existence are false, and that the experiences of billions of people who testify to knowing God are completely false. Thus the parent is an unwarranted claim.","The statement , MSK<3> theism ultimately rests on faith MSK<3> presupposes that MSK<0> has n’t revealed MSK<1> to the world in any meaningful way , that all evidences presented for MSK<0> existence are MSK<2> , and that the experiences of billions of people who testify to knowing God are completely MSK<2> . Thus MSK<1> is an unwarranted claim . ",This argument is fallacious.,1.0
61,Science does not distinguish between micro and macro evolution. It's the same thing.,MSK<0> does not distinguish between micro and macro evolution . MSK<0> 's the same thing . ,This argument is fallacious.,1.0
62,Most people regard revealing it as the right thing to do.,Most people regard revealing it as the right thing to do . ,This argument is fallacious.,1.0
63,"President Trump had low public D.C. -- As President Donald Trump prepares to leave the White House, 34% of Americans approve of the job he is doing as president, the worst evaluation of his presidency. His 41% average approval rating throughout his presidency is four points lower than for any of his predecessors in Gallup's polling era. Trump's ratings showed a record 81-percentage-point average gap between Republicans and Democrats -- 11 points wider than the prior record.) and expert approval.","MSK<0> had MSK<10> public D.C. MSK<1> As MSK<0> prepares to leave the White House , MSK<9> % of Americans MSK<4> of the job MSK<0> is doing as president , the worst evaluation of MSK<2> . MSK<0> MSK<9> % MSK<3> MSK<4> MSK<5> throughout MSK<2> is four MSK<6> MSK<10> than for any of MSK<0> predecessors in Gallup 's polling era . MSK<0> MSK<5> showed a MSK<7> 81 - percentage - MSK<6> MSK<3> gap between MSK<8> and MSK<8> MSK<1> 11 MSK<6> wider than the prior MSK<7> . ) and expert MSK<4> . ",This argument is fallacious.,1.0
64,"Concepts of right and wrong are formed by societies, and thus decided by popularity.","Concepts of right and wrong are formed by societies , and thus decided by popularity . ",This argument is fallacious.,1.0
65,"Since most of civilizations, living or dead, practiced monogamy, it's probably not a social construct. It's more likely that polygamous societies were outliers \(see the appendix of The Abolition of Man section 5.a\).","Since most of civilizations , living or dead , practiced MSK<0> , MSK<0> 's MSK<1> not a social construct . MSK<0> 's more MSK<1> that polygamous societies were outliers \ ( see the appendix of The Abolition of Man section 5 . a \ ) . ",This argument is fallacious.,1.0
66,"All Lives Matter is a movement in direct response to Black Lives Matter, and thus All Lives Matter serves as an argument against Black Lives Matter.","MSK<0> MSK<1> is a movement in direct response to MSK<3> Matter , and thus MSK<0> MSK<1> serves as an argument against MSK<3> MSK<1> . ",This argument is fallacious.,1.0
67,"All Lives Matter is a movement in direct response to Black Lives Matter, and thus All Lives Matter serves as an argument against Black Lives Matter.","MSK<0> MSK<1> is a movement in direct response to MSK<3> Matter , and thus MSK<0> MSK<1> serves as an argument against MSK<3> MSK<1> . ",This argument is fallacious.,1.0
68,"""Black Lives Matter"" is itself strawman argument. There isn't a modern police department anywhere in the U.S. that claims black lives don't matter.",""" MSK<1> MSK<2> "" is itself strawman argument . There isn't a modern police department anywhere in the U.S. that claims MSK<1> don't MSK<2> . ",This argument is fallacious.,1.0
69,"Black Lives Matter inherently includes all lives, as it is expressing that black lives matter also, meaning that all the other lives already mattered before the movement felt the need to express that black lives matter too.","Black MSK<0> MSK<1> inherently includes all MSK<0> , as MSK<1> is MSK<2> that MSK<3> MSK<4> also , meaning that all the other lives already MSK<4> before MSK<1> felt the need to MSK<2> MSK<3> MSK<4> too . ",This argument is fallacious.,1.0
70,"Since morality has to do with values, and values are necessarily subjective, then morality is necessarily subjective.","Since MSK<0> has to do with MSK<1> , and MSK<1> are MSK<3> , then MSK<0> is MSK<3> . ",This argument is fallacious.,1.0
71,"If toxic masculinity is a product of testosterone, it won't go away.","If MSK<0> is a product of testosterone , MSK<0> won't go away . ",This argument is fallacious.,1.0
72,"Assuming the Mormon “one true religion” worldview,” any other religion is false. And yet these religions do not fade. Instead, there are many older religions with many more adherents, as well as other, newer religions like Jehovah's Witnesses, Scientology, 7th Day Adventists, etc. Thus, the premise that falsehoods generally fade with time cannot be valid given that the trend with so many ""false"" religions is geared towards longevity instead of fading away","Assuming the Mormon MSK<1> one true MSK<0> MSK<1> worldview , MSK<1> any other MSK<0> is MSK<2> . And yet these MSK<0> do not MSK<3> . MSK<4> , there are many MSK<5> MSK<0> with many more adherents , as well as other , MSK<5> MSK<0> like Jehovah 's Witnesses , Scientology , 7th Day Adventists , etc. . Thus , the premise that falsehoods generally MSK<3> with time can not be valid given that the trend with so many "" MSK<2> "" MSK<0> is geared towards longevity MSK<4> of MSK<3> away ",This argument is fallacious.,1.0
73,"We can imagine dragons and fairies, but such things are not real.","We can imagine dragons and fairies , but such things are not real . ",This argument is fallacious.,1.0
74,It would take omniscience to know that everyone had been given the perfect amount of information and were consciously and purposefully rejecting the correct God. Assuming that more information would not clarify and convince them of the truth is just that: an assumption.,It would take omniscience to know that everyone had been given the perfect amount of MSK<0> and were consciously and purposefully rejecting the correct God . MSK<1> that more MSK<0> would not clarify and convince them of the truth is just that : an MSK<1> . ,This argument is fallacious.,1.0
75,"A nation with thousands of nuclear weapons doesn't need a defensive perimeter to ""defend"" itself. If it says it does, you know it is using that as an argument to take stuff from its neighbors.","MSK<0> doesn't need a MSK<1> perimeter to "" MSK<1> "" MSK<0> . If MSK<0> says MSK<0> does , you know MSK<0> is using that as an argument to take stuff from MSK<0> neighbors . ",This argument is fallacious.,1.0
76,"Too much traveling can result in becoming burned out or jaded, at which point traveling is not worthwhile.","Too much MSK<0> can result in becoming burned out or jaded , at which point MSK<0> is not worthwhile . ",This argument is fallacious.,1.0
77,"The monotheistic Judeo-Christian God is recorded to have submitted threats, committed acts of violence, and otherwise promote evil at the expense of moral goodness.","The monotheistic Judeo - Christian God is recorded to have submitted threats , committed acts of violence , and otherwise promote evil at the expense of moral goodness . ",This argument is fallacious.,1.0
78,"God being turned into the universe could be seen as an eternal ""death"" that God would want to avoid inflicting on himself.","MSK<0> being turned into the universe could be seen as an eternal "" death "" that MSK<0> would want to avoid inflicting on MSK<0> . ",This argument is fallacious.,1.0
79,"If we can know this wholly independently of God, then objective moral facts don't depend on God, and thus such facts could exist without God.","If we can know this wholly independently of MSK<0> , then objective moral MSK<1> don't depend on MSK<0> , and thus such MSK<1> could exist without MSK<0> . ",This argument is fallacious.,1.0
80,"Even if the BCRA did not heavily restrict free speech, it still restricted it to some degree, causing it to qualify as a violation of the First Amendment","Even if MSK<0> did not heavily MSK<1> free speech , MSK<0> still MSK<1> MSK<0> to some degree , causing MSK<0> to qualify as a violation of the First Amendment ",This argument is fallacious.,1.0
81,"""Political Correctness"" was not adopted from within a particular group, but is a term coined from without. By its nature, PC is not meant to be complimentary. Contrast this with the ""Black Panthers"" or the name of a sports team. These are names adopted by a group to represent their beliefs or their team.",""" Political Correctness "" was not MSK<0> from within a particular MSK<1> , but is a term coined from without . By its nature , PC is not meant to be complimentary . Contrast this with the "" Black Panthers "" or the name of MSK<2> . MSK<2> are names MSK<0> by a MSK<1> to represent MSK<3> beliefs MSK<2> MSK<3> . ",This argument is fallacious.,1.0
82,"A person may justify their pro-choice stance based on scientific evidence that 24-week fetuses cannot experience pain In doing so, they are putting their faith in scientific inquiry.","MSK<0> may justify MSK<0> pro-choice stance based on MSK<1> evidence that 24 - week fetuses can not experience pain In doing so , MSK<0> are putting MSK<0> faith in MSK<1> inquiry . ",This argument is fallacious.,1.0
83,"There is no longer a clear and set definition of racism that is widely agreed upon in the culture, as many modern writers and groups have proposed it can be re-defined at will, whether culturally or by updating dictionary definitions in whatever way needed to support a social justice group's agenda.","There is no longer a clear and set MSK<0> of racism that is widely agreed upon in the MSK<2> , as many modern writers and MSK<1> have proposed it can be re-defined at will , whether MSK<2> or by updating dictionary MSK<0> in whatever way needed to support a social justice MSK<1> 's agenda . ",This argument is fallacious.,1.0
84,That means survival is a privilege not a right. Treating health care as a privilege suggests people who were dealt a bad hand don't deserve to survive as much as people who were dealt good hands.,That means MSK<4> is a MSK<0> not a right . Treating health care as a MSK<0> suggests MSK<1> who were MSK<2> a bad MSK<3> don't deserve to MSK<4> as much as MSK<1> who were MSK<2> good MSK<3> . ,This argument is fallacious.,1.0
85,The only way science can demonstrate the impossibility of free will is if it can accurately predict the outcomes on decisions made by a free subject \(not a rat in a cage for example\),MSK<0> can demonstrate the impossibility of MSK<1> will is if MSK<0> can accurately predict the outcomes on decisions made by a MSK<1> subject \ ( not a rat in a cage for example \ ) ,This argument is fallacious.,1.0
86,Reject Quranic claims out of hand does not align with rigorous investigation. It would be more responsible to consider and evaluate the evidence and claims being made because this would lead to the fair consideration of evidence and reason.,Reject Quranic MSK<0> out of hand does not align with rigorous investigation . It would be more responsible to consider and evaluate the MSK<1> and MSK<0> being made because this would lead to the fair consideration of MSK<1> and reason . ,This argument is fallacious.,1.0
87,"Belief in God is intrinsic to human psychology and fundamentally instinctual, implying a genetic/structural component.","Belief in God is intrinsic to human psychology and fundamentally instinctual , implying a genetic / structural component . ",This argument is fallacious.,1.0
